user,rate_date,content,append,sku,status
t***0,2024-11-16 20:43:08,#华为pura70手机#用了好多年华为手机，还是一如既往的好用，这次外观更是比以往要惊艳的多，手感很好，充电超级快，看起来很有质感，太喜欢了！！！,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
n***3,2024-11-16 21:36:13,有一说一真的好用！拍照功能比以前强多了！直接和iPhone对比，iPhone是暖色调，偏黄！华为是冷色调，至于发热问题，所有品牌手机都会发热，然而苹果发热严重过华为。辨识度也超高。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
师***婷,2024-11-16 21:47:06,终于等到你，忠实华为粉，国货之光。超级喜欢的外观，完美的拍照技术，反应灵敏。纵享丝滑。一路华为，一路完美。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
逆***0,2024-12-05 11:41:42,一直用华为手机,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
l***0,2024-11-18 21:23:53,抢到心心念念的罗兰紫，手机很漂亮，充电也很快，特别是拍照功能相当强大，拍的夜景太清晰了。,,机身颜色:罗兰紫;存储容量:12GB+1TB;套餐类型:官方标配,
坏***9,2024-11-18 16:08:40,华为P70pro yyds，值得拥有！,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
p***珠,2024-11-18 14:10:50,此用户没有填写评论!,华为p70pro，用了一段时间来评价。感觉真的不错，拍月亮也拍的超级清晰。这个摄像头的设计也很喜欢，设计很大气。很喜欢，最主要充电很快,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
1***s,2024-11-30 10:18:39,第一次买华为手机，使用感超乎预期,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
儿***发,2025-01-09 23:15:38,很漂亮，很喜欢,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
疯***9,2024-12-04 10:25:37,不错，给家人买的~,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
m***4,2024-11-15 09:26:20,过去一直用苹果和三星，这次买了华为手机感觉挺好的，拍照比我那破苹果强太多了，而且特别喜欢手关节敲击截图这个功能，所以打算给老婆也换一个，拍照真的不错，我儿子生日那天拍的，笑的可甜了。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
x***溪,2024-11-15 22:52:54,像素杠杠滴之前没用过华为手机，一直怕不好用，这次妹妹弟弟都让我买这个款电话，她俩也都是用的华为魅特系列和p70pro，所以推荐我买我，买到手用着是挺好的。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
w***8,2024-11-15 19:41:08,心心念念的手机到了！还可以吧！就是回收手机有点不开心，就是没把手机膜撕下来，就影响了回收的单价，宝宝心里不高兴,多方的犹豫后，还是入手了 pura 70 pro 虽然买的只是丐版的，但本人本就不怎么会存太多的东西， App 也就常用的那几款！买东西只要自己喜欢就好了，不用考虑了其他的！千金难买我高兴🤩🤩🤩🤩🤩 手机整体还是非常流畅的！正等待系统推送5.0系统！ 价格各位就不用问了！伤心＃华为pura70pro,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
熟***1,2024-11-15 10:49:52,一句话遥遥领先。特意用了好久才过来评论手机用的非常流畅，没有什么问题。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
可***你,2024-11-15 13:00:05,用了半个月  拍照真的好看  而且相机里呈现的 和相册不一样，后期会加深一些  不需要p图的自然   就是移机移了几十G 手机出现有点卡屏，点屏幕没有反应，不过重启就可以了  大小很适合女生的小手  外观也很漂亮,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
练***拳,2024-11-23 12:43:50,最信赖的品牌，国产品牌自研系统，用着顺畅丝滑。拍照希望能超过专业相机，天下无敌。,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
w***4,2024-11-20 12:20:52,拍照很清晰对焦很好，运行速度很快换机一下就好了，续航能力一般，不玩游戏的可以用1天半左右，音质很好听音乐不错。,,机身颜色:羽砂黑;存储容量:12GB+1TB;套餐类型:官方标配,
佳***6,2024-11-26 15:41:53,好用可以,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
星***r,2024-11-17 09:03:04,刚到手真的很惊艳，白色的很耐看像珍珠白，手感很好，抓拍后AI的云增强功能特别棒照片很清楚🤣，远距离拍摄超清，有种带相机的感觉，充电快的离谱，真的特别喜欢😘,丝滑流畅，续航持久，充电很快，没有网上说的那么夸张，很好很好🥰🥰,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***9,2024-11-17 17:22:44,新手机很不错，特意买的p70por  后置摄像头拍照还是很清晰的外观也很扛打,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***9,2024-11-17 12:55:43,操作流畅度：纵享丝滑、机身重量：轻很多 重不少，但是超有质感  画质音效：超绝！很爱！ 电池续航：续航第一二天耗电会快一些，后面就好很多啦！,拍照就是很不错哦  中国华为牛*,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
t***a,2024-11-22 08:44:15,新机前三天发烫耗电快，到第四天开始正常些，用起来整体还可以,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
皮***记,2024-11-22 12:19:55,充电容易发烫，拍照好看,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
张***娉,2024-11-22 17:43:48,P70的手感更好，运行更顺畅。之前一直用MATE的手机，,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
n***l,2024-11-14 09:36:19,在Mate60Pro和Pura70之间纠结了好久，去了实体店体验真机后，从手机大小、屏幕色彩、还是拍照功能对比，最后确定Pura70，双十一抢购偶然又发现Pro悄然降价，果断升级入手Pura70pro，确实没有失望，新机各方面性能指标均不俗，运行速度超快，电池续航在正常使用一天后还有30%电量，拍照是最大亮点，远近亮暗均给力，非常满意！,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
希***曼,2024-11-14 09:56:14,入手理由：趁双十一活动给老婆买了一台，主要考虑记录宝宝的日常，千挑万选还是华为，外观一如既往沿袭华为的一贯风格，比较秀气，颜控必备！ 拍照功能：5000万像素主摄完全可以满足我们这样非摄影爱好者的日常需求，一不小心还能拍出封面大片。 总结：就四款pura70来讲，pro应该是性价比首选了！,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
r***o,2024-11-14 18:59:20,忘了来评价了。使用了一个星期多，资料从苹果导过来了，只差备忘录不知道怎么导，其他都很容易解决！一开始还不习惯，用了几天以后习惯了，看不惯原来的苹果了！一开始不用壳子，觉得后面微丑，后来买的壳子到了，颜值爆表了！本来那个侧边和后壳不是一个质地和颜色，这点我不喜欢，但用上手机壳自然就看不见了。拍了几张骑行时的照片，大家自己看拍照的效果吧！那个重要通知怎么设置让在任何时刻都能弹窗，我还没学会，一直弹不出来。我再继续研究中，还有王者荣耀录屏一直提示，不知道有没有一劳永逸的办法！当然可以取消录屏，我说的是录屏的情况下不总是提示！这个是真实评论哦，没有从客服要包包那种，我有包包用，那个就留给需要的朋友吧！还有外放的声音是很大的，音质也是不错的，在很闹的地方也是很清楚的。连蓝牙耳机的时候声音倒是比原来苹果小点点，但也没什么大影响！唯一可惜的是没送一个华为蓝牙耳机，这样是不是能更匹配了！,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
影***y,2024-11-25 21:16:16,我是十年果粉转的华为，说说体验，这款的外形是最喜欢的，特别是这个白色，微曲面，手感很好，华为很多小功能很强大，抓怕，分屏，小屏，截图，滚动截图等，闪拍，抓拍都很好，续航也强大，完全没有充电焦虑了，特别强调信号，真的很丝滑，目前整体感受良好,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
杰***9,2024-11-16 10:56:45,从50转70，个人感觉系统明显好多了，而且下载速度巨快，拍照还是华为的风格清晰度什么的有进一步提升，续航刚刚到手还没觉出来，反正50就一般般，要批评一下屏幕，显示效果有提升但是频闪控制不如50和60，咱就说这些不摆在台面上的东西也要上心啊。。。,外观如图，拍照分辨率不错，可选鲜艳模式，功能很实用,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
心***6,2024-11-16 18:35:47,产品外观很有特色，使用体验流畅。微距拍猕猴桃清晰，抓拍动物灵动，喜欢拍照的推荐购买！,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
j***l,2024-11-16 21:15:45,外观很时尚很有艺术感，拍照很细节体验非常棒，微距很清晰完全可以用来拍小花，很厉害,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***7,2024-11-16 01:40:57,此用户没有填写评论!,手机拿到一个多月了，使用特别流畅，网络也很好，四等微曲面也很有质感，拍照也很好，很好的购机体验,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***1,2024-12-07 15:21:33,非常满意6666666,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***3,2024-11-28 10:29:47,还可以，挺好用的，好看，手感不错的。,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
c***岳,2024-11-13 20:00:45,此用户没有填写评论!,华为 pura70的三角镜头真是太有设计感了，辨识度很高！抓拍功能出乎意料，随时随地抓拍美妙瞬间。此外，超级微距效果惊艳，能够清晰呈现微小物体的细节和质感。,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
吴***恒,2024-11-15 21:01:45,外观大气，太喜欢了！拍照效果清晰，潜望式长焦特别好用，不愧是华为的影像旗舰！！,,机身颜色:罗兰紫;存储容量:12GB+256GB;套餐类型:官方标配,
t***2,2024-11-15 22:53:01,华为Pura 70 Pro在外观上具有以下特点：   &bull; 独特风向标式摄像头设计：华为Pura 70 Pro采用了独特的风向标式摄像头设计，这种设计不仅提高了手机的辨识度，还展现了科技感与优雅的结合。   &bull; 高端材质与精致感：机身流畅的线条和玻璃后盖与金属中框的完美融合，使得整体设计显得高端而大气。同时，华为Pura 70 Pro的精致感是上手的那一刻就能够感受得到的，质感也是其他国产旗舰没有办法做到的水准。   &bull; 轻薄设计：机身厚度仅为7.95mm，相比大部分旗舰手机更加轻薄，搭配不算大的机身和正面的高屏占比直屏，使得整机显得非常精致，毫无廉价感。   &bull; 屏幕显示效果：华为Pura 70 Pro拥有6.8英寸的等深四曲屏幕，支持FHD+的分辨率，即2844&times;1260像素，拥有10.7亿色彩显示和P3广色域，确保了色彩的丰富度和精确度。   &bull; 耐用性：使用的第二代昆仑玻璃，增强了屏幕的耐久性，同时其高透光率确保了显示效果的细腻真实。手机支持IP68级防水防尘，让用户在日常使用中无后顾之忧。   &bull; 颜色与质感：华为Pura 70 Pro采用了简约纯粹的配色，款款优雅，提供了良好的视觉体验。   &bull; 摄像头凸起：不过，华为Pura 70 Pro的摄像头凸起还是比较大的，毕竟塞进了那么大的相机模组，这也是没有办法避免的了。   &bull; 机身重量：机身重量达到了220克，如果你用惯了那些轻薄的手机，上手Pura 70 Pro的那一刻会感觉到有一定的分量。  综上所述，华为Pura 70 Pro在外观设计上兼具了美观与实用性，无论是材质选择还是细节处理都体现了高端旗舰手机的水准。,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
夏***薇,2024-11-15 21:01:07,此用户没有填写评论!,双十一购入华为pura 70 pro给老爸用，物流发货快。黑色外观很有质感和手感，拍照效果很好，清晰*真，使用很满意，性价比很高。,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
3***s,2024-12-01 15:09:23,完美，商家很靠谱,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
快***寻,2024-12-11 12:26:16,产品用的挺好的,,机身颜色:雪域白;存储容量:12GB+1TB;套餐类型:官方标配,
雯***a,2024-11-20 16:30:43,手感丝滑，拍照清晰。,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
z***0,2024-11-20 12:42:50,由苹果转为华为，照相功能非常好，比苹果好看多了，微距远近都非常清晰，不错，果然现在华为手机吊打苹果 通信音质：音质不错 显示效果：曲面屏显示很细腻 其他特色：照相非常棒,双11价钱合适,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
l***8,2024-11-14 14:23:31,不得不说的华为速度，是可以坐着早班机隔天中午就到的，系统奈斯，拍照也ok，整体还不错,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
b***v,2024-11-30 11:09:44,送人的，用了再来评价,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
t***1,2024-11-26 23:25:07,心念许久终于有降价而入手，原本想买16G的版本，可却价格还是坚挺不亲民而转入手此款，拍照真实性还是与某果有些差异的，总体来说满意，多年使用过的华为得退休了！  显示效果：很好。  显示效果：值得购买！,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
江***a,2025-01-18 20:47:23,手机很好。,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
l***0,2024-11-29 20:52:29,续航一般，别的还行,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
z***8,2024-11-25 22:00:37,华为是信得过的产品，充电30分钟满格。启用的时候听音乐音质很差，把系统升级到最新版本后音质很好了。,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
t***6,2024-11-25 15:38:11,此用户没有填写评论!,质量好，性能好，华为手机值得购买！开始购物过程遇到一些问题，但是客服处理及时，态度好，有耐心！,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
g***q,2024-11-18 09:56:00,从p30p，mate30p一直用到mate60p，p70p一如既往好评,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
我***啊,2024-12-03 11:33:00,遥遥领先😋😋😋😘😘😘,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***4,2024-11-21 11:28:02,非常流畅，没有网上说的发热严重什么的问题，很喜欢(〃&omega;〃),,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
荔***灰,2024-11-21 17:49:53,送给麻麻的，她旧手机有点卡顿了，正好遇到打折，这个价格买的确实香,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
凤***9,2024-11-15 17:11:33,给女儿买的她说的确很不错这款手机 一家都在用华为手机 爱国爱精神用行为表达 华为加油祖国力量也有我的一份！,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
彭***1,2024-11-15 09:16:00,第一次用华为，感觉很不错，手机续航时间长，拍照清晰,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
x***c,2024-11-17 14:14:13,挺好的，用起来也很流畅,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
骆***7,2024-11-20 17:05:44,手机买了 没怎么用 一直放着 掉电挺快的 拍照不错 可以拍到月亮的纹路 我买它就是当相机用的 隔空截屏不错,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
t***8,2024-11-20 23:58:40,拍照清晰 运行畅快 续航很好 你好Pura 外观：很好看，手感也不错，宽度合适，外观新颖；抓拍体验：抓拍镜头非常稳定，随便怎么抓拍都有大片的既视感，成像速度快，画质清晰；微距体验：超微距非常清晰，可以拍很多动植物的细节，使用感受很棒，华为，国货之光，遥遥领先！,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
金***十,2024-11-14 09:57:54,手机第二天就到了，拿到手很惊讶，拍照功能很好，跟老手机一对比，差距一下子就出来了，一分钱一分货。唯一希望手机耐用性。对了，手机是没有送贴膜的，虽说出厂已经贴好，但是还是觉得贴再买来贴一下，放心点。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
柠***5,2024-11-14 13:01:34,通信音质：超级棒  其他特色：苹果换华为 多了很多实用小技能  显示效果：月亮的坑都能看见,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
z***y,2024-11-27 10:37:08,流畅、颜值高、亮眼,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
私***す,2024-12-01 12:33:18,啥都挺好的， 就是这个隔空手势识不出来,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
牟***n,2024-12-01 20:57:48,用了一段时间再来评价的，感觉还是挺不错,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
0***0,2024-11-19 13:08:26,P70 Pro确实值得好评。这款手机在性能上表现出色，运行流畅，无论是日常使用还是大型游戏都能轻松应对。摄像头效果也非常惊艳，拍照清晰，色彩还原度高，夜景模式更是让人印象深刻。此外，电池续航能力也很强，能够满足我一整天的使用需求。整体而言，P70 Pro是一款性价比很高的手机，值得推荐给有需要的朋友。,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
l***手,2024-11-19 14:52:43,你好Pura 外观：雪域白很好看，手感也不错，宽度合适，外观新颖；抓拍体验：抓拍镜头非常稳定，随便怎么抓拍都有大片的既视感，成像速度快，画质清晰；微距体验：超微距非常清晰，可以拍很多动植物的细节，使用感受很棒，华为，国货之光，遥遥领先！,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***2,2024-11-22 19:28:35,这款手机的表现令人满意，我对它非常满意。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***1,2024-11-22 19:10:56,外形很讨喜，特别是摄像头，摄像头的设计不管是拍照还是作为装饰品出镜都很出片。至于功能还需要一段时间慢慢适应。换手机壳有点卡膜，不好找合适的膜或者合适的壳。整体还是很不错的。,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
速***店,2024-11-22 14:55:08,就是充电使用时间太短,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***4,2024-11-10 14:20:48,此用户没有填写评论!,"新手机到手已使用半个月，整体感受非常满意的。内存够用，系统流畅，电池续航也不错。手机主打拍照功能非常nice,拍风景照片很绝。",机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
1***d,2024-11-15 22:50:13,刚拿到手，还没开始用，等我用一段时间再来。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***5,2024-11-18 18:05:25,缺点 简单的王者荣耀等游戏还可以玩的 大型的游戏有点压力还有解锁的屏幕爆亮 指纹解锁的不灵敏 优点 手感无敌啊 信号也无敌 系统流畅 虽然我直到购买的第6天还在摇摆退了换小米15 甚至已经在其他平台已经下单到货了 但我还是被这手感吸引 留下了它 虽然它当下不是很完美 但它还是全国产的啊 必须支持！就产品力只能给4颗星 希望华为越来越好 ！,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
l***1,2024-12-11 20:09:49,国货真不错,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
w***1,2024-11-25 12:46:00,还是得华为，没想到这么好用，以前的OPPO不如华为，！感到十分的欣慰,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
星***3,2024-11-25 22:08:13,运行丝滑流畅，闪拍功能好玩又有趣，音响声效特别棒👍👍👍,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
d***平,2024-12-18 10:53:25,此用户没有填写评论!,爱了爱了,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
h***g,2024-11-14 11:10:03,各项都很完美,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***6,2024-11-17 16:22:34,收到手机啦，选了经典的白色，好看还耐看，也不怕脏了。感谢抓拍不会糊了，会自动调节好画质，微距就更厉害了，清楚看到树上的叶子和花，不愧是拍照款，商家态度也很好，手机很流畅，刚买回来会有些发热，相机像素真的是路边随手拍的也能出片，安利,拍照真好看！,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***2,2024-11-17 15:07:28,期待用着好！相信华为！家里的都是华为，支持！,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***9,2024-11-24 18:43:01,速度快，服务好,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
宝***5,2024-11-24 19:25:38,可能因为选了紫色，双11后十多天才到货，用了以旧换新，顺风小哥上门验机，本来预估是九百多，说是因为充电口有磨损，Mate 40只有五百多，新手机太重了，还要适应,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
5***j,2024-11-20 09:46:07,本人对手机功能没什么特殊要求，喜欢这款手机的颜值、卫星通信功能，亮度显示、降噪效果也不错，玩机技巧介绍很全面，功能也都蛮新颖实用的，但是散热还有待提升。,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
星***a,2024-11-16 23:20:31,手机影像能力很好，喜欢拍照的可入,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***1,2024-11-16 00:31:18,手感质感都非常好，拍照很清晰，容量够大,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
魔***比,2024-12-16 18:40:00,试用2天评价，以前用的一加，这个还好吧,,机身颜色:雪域白;存储容量:12GB+1TB;套餐类型:官方标配,
飚***1,2024-11-15 17:05:51,帮在校孩子买的，没见过手机，孩子说是正品没激活过，很满意！,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
田***4,2024-11-22 15:41:18,可以，手感很好,,机身颜色:羽砂黑;存储容量:12GB+1TB;套餐类型:官方标配,
清***兮,2024-11-18 12:47:20,拍照效果不错，续航能力也不错。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
爱***0,2024-12-01 19:40:15,性价比高，推荐购买,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
李***4,2024-11-14 17:49:18,华为手机拍摄效果好，但美中不足的是色彩没有原来的30，40鲜艳,,机身颜色:羽砂黑;存储容量:12GB+1TB;套餐类型:官方标配,
虫***1,2024-11-21 21:37:25,很流畅 系统便捷实用 期待鸿蒙系统越来越完善 想要销量宝宝,总能想我所想 结我所忧 点赞👍,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
张***k,2024-11-17 21:15:07,通信音质：很好很好 手机不错，服务不行,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
周***富,2024-11-25 11:01:20,质量杠杠滴,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***1,2024-11-30 09:52:39,好用，速度快,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
是***0,2025-01-05 21:10:37,手机不错,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
y***8,2024-10-24 15:03:49,一天就到手了，还得是顺丰。速度那叫一个快。打开一看，这手机外观可太好看了，选的雪域白颜色很喜欢，机子拿在手里感觉老有档次了。拍照那更是杠杠的，抓拍反应速度很快，放大拍照特别清楚。而且还有客服随时解答问题，态度非常好。我觉得这手机买得真值，要是有想买手机的，真心推荐，不会错。,漂亮，心心念念的袋子终于到手了！,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***8,2024-12-05 20:17:59,一直用的都是两千左右的机器，这次犒劳下自己，非常喜欢,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
王***涩,2024-11-29 02:28:54,暂时都还不错,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
w***2,2024-12-12 21:59:33,华为手机一直是我的手机,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
朱***麻,2024-11-09 00:50:32,此用户没有填写评论!,特意用了一段时间才来评价的。Pura的拍照效果确实不错，非常适合爱美的女生，不管人像还是风景，一键成片，再也不需要P图了，即自然又好看。,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
就***2,2024-11-19 01:15:48,用着不错，速度很快,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
t***0,2024-12-04 05:53:06,可以很好用,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
4***s,2024-11-15 08:36:50,之前用的 p40pro+用了五年，其他毛病都没有，就是时间长了，电池有点掉电快了，现在换了这款 70pro，体验不错，好用，续航可以，一天一充！支持国产手机华为！,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
a***0,2024-11-15 17:55:19,手机外观不错，充电很快，不错的,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
l***n,2024-11-23 15:11:53,还可以，拍照真的可以。,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
t***9,2024-11-22 15:20:12,国产好货，非常好用，无需多言,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
牛***y,2024-11-22 17:34:36,挺好的，国产越来越好！,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
人***7,2024-11-22 16:29:55,漂亮，还是一分钱一分货,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
渔***时,2024-11-22 12:12:44,一直用华为，支持国货，大品牌，还会来的。,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
w***3,2024-12-02 18:43:34,还不错吧,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
黑***咚,2024-11-26 11:39:59,真的很哇塞的一款,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
娄***2,2024-11-21 20:28:24,连续用了好几部华为手机，挺满意的,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
t***6,2024-11-21 15:57:21,好用，还是支出国产华为,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
c***0,2024-11-21 16:13:24,支持国货，把苹果卖了，整体还行，充电贼快，但是用电也贼快，哈哈哈哈,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***0,2024-11-25 17:06:41,很好很好看很喜欢,,机身颜色:罗兰紫;存储容量:12GB+256GB;套餐类型:官方标配,
乐***8,2024-11-19 20:39:17,时隔4年多又购买PuraP70Pro,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***7,2024-11-14 17:46:02,手感很好，很喜欢,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
以***程,2024-11-23 13:40:26,很好用，喜欢,,机身颜色:雪域白;存储容量:12GB+1TB;套餐类型:官方标配,
t***9,2024-11-18 20:08:56,此用户没有填写评论!,手机外观漂亮，手感好，内存大，速度快。,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
1***n,2024-11-10 22:28:05,此用户没有填写评论!,＃华为p70pro华为Pura 70 Pro使用体验 手机的外观非常时尚，手感很好。之后整体运作不卡顿，拍摄超级超级清晰，现在双十一价格很实惠，值得入手，冲冲冲＃华为p70pro,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
李***0,2024-12-14 22:27:49,给家人买的，她很喜欢,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
我***是,2024-10-27 22:00:03,我们一家子全是华为，丈母娘最近买了mate60pro，我也是纠结买60还是p70。后来本着买新不买旧，再加上这款手机据说演唱会拍摄效果巨棒，果断入手。价格真合适，分期免息。手感好，单手操作无压力。系统丝滑流畅，我是非常喜欢这个摄像头布置，感觉很时尚。真的很满意。演唱会之后，追评上高清图,拍演唱会效果确实好赞！幸亏演唱会前买了这手机，真开心啊,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
南***8,2024-11-21 16:08:52,头天拍，隔天就到了。,,机身颜色:羽砂黑;存储容量:12GB+1TB;套餐类型:官方标配,
